"timestamp","source","message"
"2020-05-19T09:55:23.799Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","update consent PSU data (PSU otp stage)"
"2020-05-19T10:00:25.620Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","Processing SelectSCAMethodEvent: BaseEvent{data=******, approach=EMBEDDED, step=SELECT_SCA}"
"2020-05-19T09:55:16.324Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","update consent PSU data (PSU password stage)"
"2020-05-21T13:30:34.140Z","xs2a-adapter-7-jtfdh","{""tppMessages"":[{""category"":""ERROR"",""code"":""PSU_CREDENTIALS_INVALID"",""text"":""The PSU-ID cannot be matched by the addressed ASPSP or is blocked, or a password resp. OTP was not correct""}]}"
"2020-05-19T09:55:25.532Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","Delete consent status is 204"
"2020-05-19T09:55:16.949Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","Processing SelectSCAMethodEvent: BaseEvent{data=******, approach=EMBEDDED, step=SELECT_SCA}"
"2020-05-19T09:55:16.949Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","Processing QueryParametersEvent: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-19T10:00:31.508Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","update consent PSU data (PSU otp stage)"
"2020-05-19T10:00:32.318Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","get account list response status - 200"
"2020-05-19T09:55:11.994Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","create a new session: 30C70B5A2DD1BD861CBF626DFA873904"
"2020-05-19T09:55:12.665Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","Processing ConsentCreatedEvent: BaseEvent{data=******, approach=UNKNOWN, step=CREATE_CONSENT}"
"2020-05-19T10:00:31.514Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-19T10:00:32.319Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","Processing AccountFoundEvent: BaseEvent{data=******, approach=UNKNOWN, step=GET_ACCOUNTS}"
"2020-05-19T09:55:24.392Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","Load transactions from ASPSP"
"2020-05-19T09:55:12.666Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","Processing ConsentAuthorisedEvent: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-19T10:00:31.587Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-19T10:00:32.702Z","xs2a-adapter-7-jtfdh","UTF-8 charset will be used for response body parsing"
"2020-05-21T15:35:44.745Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-19T09:55:19.006Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","update consent PSU data (selectPsuAuthenticationMethod) response status - 200"
"2020-05-19T10:00:31.905Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 200 \\n	<-- aspsp-sca-approach: EMBEDDED\\n	<-- x-request-id: ec5b2fd4-46ec-473c-bc66-ece8cca45f24\\n	<-- date: Tue, 19 May 2020 10:00:31 GMT\\n	<-- content-length: 290\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- content-type: application/json\\n	<--\\n	<-- Response body [application/json]: {""scaStatus"":""******""}\\n	<--"
"2020-05-19T10:00:32.703Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 200 \\n	<-- x-request-id: bde0d1cd-f1a0-4ce1-a625-30693a3e7382\\n	<-- date: Tue, 19 May 2020 10:00:31 GMT\\n	<-- content-length: 1554\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- content-type: application/json\\n	<--\\n	<-- Response body [application/json]: {""account"":{""iban"":""******"",""currency"":""******""},""transactions"":{""booked"":[{""transactionId"":""******"",""endToEndId"":""******"",""bookingDate"":""******"",""valueDate"":""******"",""transactionAmount"":{""currency"":""******"",""amount"":""******""},""creditorName"":""******"",""creditorAccount"":{""iban"":""******"",""currency"":""******""},""creditorAgent"":""******"",""debtorName"":""******"",""debtorAccount"":{""iban"":""******"",""currency"":""******""},""debtorAgent"":""******"",""remittanceInformationUnstructured"":""******"",""bankTransactionCode"":""******"",""proprietaryBankTransactionCode"":""******"",""balanceAfterTransaction"":{}}],""_links"":{""account"":{""href"":""******""},""balances"":{""href"":""******""}}},""balances"":[{""balanceAmount"":{""currency"":""******"",""amount"":""******""},""balanceType"":""******"",""lastChangeDateTime"":""******"",""referenceDate"":""******""},{""balanceAmount"":{""currency"":""******"",""amount"":""******""},""balanceType"":""******"",""lastChangeDateTime"":""******"",""referenceDate"":""******""}],""_links"":{""balances"":{""href"":""******""},""download"":{""href"":""******""}}}\\n	<--"
"2020-05-21T15:35:44.784Z","xs2a-adapter-7-jtfdh","--> POST https://amos-modelbank-xs2a.cloud.adorsys.de/v1/consents?limit=10&balanceTypes=interimBooked HTTP/1.1\\n	--> Correlation-ID: 96A452825BCE05EEDA4824A9D484044F\\n	--> Accept: application/json\\n	--> TPP-Nok-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/nok-redirect\\n	--> X-Request-ID: 162c458e-f499-4117-8ab7-ddb93686ff58\\n	--> TPP-Redirect-Preferred: false\\n	--> X-GTW-ASPSP-ID: 53c47f54-b9a4-465a-8f77-bc6cd5f0cf46\\n	--> PSU-ID: ******\\n	--> PSU-IP-Address: 0.0.0.0\\n	--> TPP-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/redirect\\n	-->\\n	--> Request body [application/json; charset=UTF-8]: {""access"":{""accounts"":[{""iban"":""******"",""currency"":""******""}],""balances"":[{""iban"":""******"",""currency"":""******""}],""transactions"":[{""iban"":""******"",""currency"":""******""}]},""recurringIndicator"":true,""validUntil"":""2020-05-22"",""frequencyPerDay"":4,""combinedServiceIndicator"":false}\\n	-->"
"2020-05-19T09:55:11.995Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","search ASPSPs"
"2020-05-19T10:00:32.069Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","Load transactions from ASPSP"
"2020-05-19T10:00:32.747Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:35:45.129Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 201 \\n	<-- aspsp-sca-approach: EMBEDDED\\n	<-- x-request-id: 162c458e-f499-4117-8ab7-ddb93686ff58\\n	<-- date: Thu, 21 May 2020 15:35:44 GMT\\n	<-- content-length: 1100\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- location: https://amos-modelbank-xs2a.cloud.adorsys.de/v1/consents/******\\n	<-- content-type: application/json\\n	<-- aspsp-notification-support: false\\n	<--\\n	<-- Response body [application/json]: {""consentStatus"":""******"",""consentId"":""******"",""_links"":{""updatePsuAuthentication"":{""href"":""******""},""self"":{""href"":""******""},""status"":{""href"":""******""},""scaStatus"":{""href"":""******""}}}\\n	<--"
"2020-05-19T09:55:12.076Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","search ASPSPs response status - 200"
"2020-05-19T10:00:32.319Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","get transaction list"
"2020-05-19T10:00:32.870Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","Consent status is valid"
"2020-05-21T15:35:45.130Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","create consent response status - 200"
"2020-05-21T15:35:26.481Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-19T10:00:32.323Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-19T10:00:32.908Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:35:45.131Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing QueryParametersEvent: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-21T15:35:26.905Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","C31014D910459B8CF72374904735E130: Unhandled exception"
"2020-05-19T10:00:32.705Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","get transaction list response status - 200"
"2020-05-19T10:00:33.024Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 200 \\n	<-- x-request-id: 34c3418a-e9e9-42bb-8784-357e6e374877\\n	<-- date: Tue, 19 May 2020 10:00:33 GMT\\n	<-- content-length: 25\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- content-type: application/json\\n	<--\\n	<-- Response body [application/json]: {""scaStatus"":""******""}\\n	<--"
"2020-05-21T15:35:19.890Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:35:03.321Z","xs2a-adapter-7-jtfdh","UTF-8 charset will be used for response body parsing"
"2020-05-19T10:00:32.710Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-19T10:00:33.247Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","Delete consent status is 204"
"2020-05-21T15:35:19.891Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","search ASPSPs response status - 200"
"2020-05-21T15:35:03.322Z","xs2a-adapter-7-jtfdh","{""tppMessages"":[{""category"":""ERROR"",""code"":""PSU_CREDENTIALS_INVALID"",""text"":""The PSU-ID cannot be matched by the addressed ASPSP or is blocked, or a password resp. OTP was not correct""}]}"
"2020-05-19T10:00:32.788Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T13:25:08.681Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 201 \\n	<-- aspsp-sca-approach: EMBEDDED\\n	<-- x-request-id: 0f52ea60-f73e-4edf-9cd2-fd3b7a989b9b\\n	<-- date: Thu, 21 May 2020 13:25:08 GMT\\n	<-- content-length: 1100\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- location: https://amos-modelbank-xs2a.cloud.adorsys.de/v1/consents/******\\n	<-- content-type: application/json\\n	<-- aspsp-notification-support: false\\n	<--\\n	<-- Response body [application/json]: {""consentStatus"":""******"",""consentId"":""******"",""_links"":{""updatePsuAuthentication"":{""href"":""******""},""self"":{""href"":""******""},""status"":{""href"":""******""},""scaStatus"":{""href"":""******""}}}\\n	<--"
"2020-05-21T15:35:19.892Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing AspspFoundEvent: AspspFoundEvent{data=AspspTO{id='53c47f54-b9a4-465a-8f77-bc6cd5f0cf46', name='adorsys xs2a', bic='ADORSYS', bankCode='99999999', url='https://amos-modelbank-xs2a.cloud.adorsys.de', adapterId='adorsys-integ-adapter', idpUrl='null', scaApproaches=null, paginationId='0:1.0'}, approach=UNKNOWN, step=ASPSP_LOOKUP}"
"2020-05-21T15:34:54.875Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing AspspFoundEvent: AspspFoundEvent{data=AspspTO{id='53c47f54-b9a4-465a-8f77-bc6cd5f0cf46', name='adorsys xs2a', bic='ADORSYS', bankCode='99999999', url='https://amos-modelbank-xs2a.cloud.adorsys.de', adapterId='adorsys-integ-adapter', idpUrl='null', scaApproaches=null, paginationId='0:1.0'}, approach=UNKNOWN, step=ASPSP_LOOKUP}"
